5262406 , 5302274
1035340 , 5037762
20474969 , 20426612
4787291 , 21080491
1084514 , 151846
20581491 , 567222
22367358 , 1901850
601236 , 584575
855191 , 13503320
855191 , 5537618
1281184 , 4901687
1207457 , 3669436
11340963 , 20587060
280435 , 2136556
1617078 , 4750806
142545 , 19716017
295459 , 20990336
295459 , 20789427
6900955 , 4576115
4672748 , 4618892
19606778 , 22272134
4558104 , 3453976
20933930 , 466345
11513132 , 15960249
11513132 , 2758159
20786478 , 1934675
20786478 , 4583367
20892977 , 20955683
14609720 , 930397
4558145 , 4324558
20155716 , 20291543
3501382 , 20940136
22392137 , 22391134
15740236 , 492483
920910 , 7755501
5442910 , 20473589
19074423 , 4869769
4775146 , 7396849
4775146 , 20893322
2575760 , 492519
4757402 , 4817018
22482336 , 656297
5328301 , 1136106
5328301 , 15678119
3935675 , 1316767
5541324 , 5564098
6277027 , 1087227
265687 , 105095
699866 , 8928240
134629 , 146522
5434891 , 19151
5385740 , 5412547
20393514 , 21030788
20393514 , 2715847
22236727 , 21055859
20393534 , 2715847
579511 , 1381346
20360795 , 492519
4984428 , 22194774
4984428 , 6880090
675442 , 397148
675442 , 7696924
20156022 , 13514716
21090930 , 21166454
4009672 , 18908897
20958971 , 466345
20958971 , 20956568
22425340 , 11803616
3390762 , 10637450
3390762 , 5052730
1117958 , 4313560
4616834 , 4947731
4865325 , 4900747
20532614 , 7761778
22359832 , 9415785
3346230 , 53162
2158395 , 22521383
2158395 , 20454820
2158395 , 20402558
918154 , 20824772
4403012 , 1087227
397148 , 675442
3772260 , 890924
7761778 , 20532614
20426612 , 20474969
135041 , 94935
135041 , 4707623
20918146 , 1061697
20918146 , 3096948
21081995 , 582336
21024066 , 14391959
14102416 , 10667960
880530 , 9937279
20262829 , 12419198
22228919 , 419163
4583367 , 20786478
20910026 , 17050202
20910026 , 7404116
4829138 , 4831787
4829138 , 4829736
21196761 , 21162838
17330160 , 22316184
454648 , 764412
22286332 , 3568833
802134 , 21030788
7475223 , 5178292
4624416 , 19329601
21147686 , 21144299
21147686 , 21146417
3207219 , 20845881
20787276 , 492519
21180496 , 6181555
21139538 , 21124061
12578908 , 606448
12578908 , 20276927
22507626 , 431866
12718187 , 136097
9826431 , 6657820
102535 , 20536022
10637450 , 3390762
372885 , 1448429
372885 , 20182437
22073516 , 11425106
4690094 , 20304824
2502833 , 1996518
766141 , 399067
2781383 , 3495964
2781383 , 5439769
749796 , 21195423
749796 , 20400671
4599166 , 4638125
21147897 , 3996904
21147897 , 5555712
53513 , 5086178
94935 , 135041
1331471 , 5022725
17895698 , 17888593
212358 , 10148849
212358 , 628192
6304040 , 22316184
1823058 , 10079210
594266 , 22422843
594266 , 3513292
2281850 , 21965484
2281850 , 22346158
2281850 , 17300268
2281850 , 492519
9752958 , 38508
20615574 , 4490961
5439769 , 2781383
12423614 , 22521901
12423614 , 20659523
301134 , 5145378
1765848 , 22303408
1765848 , 18275947
135664 , 563840
6025714 , 35470
20918776 , 21061710
20918776 , 20939838
20918776 , 20892251
4198906 , 20612377
4198906 , 4575698
20500998 , 3679694
22409735 , 22386868
22409735 , 13728392
7696924 , 675442
4829736 , 4831787
4829736 , 4829138
146522 , 134629
22106687 , 22394580
22106687 , 19532125
19329601 , 4624416
2429511 , 22275350
21000790 , 4324558
21000790 , 20952797
930397 , 14609720
20828768 , 20850508
111234 , 100003
111234 , 20920956
21123732 , 4575698
2847386 , 22244411
22303408 , 1765848
6181555 , 21180496
12128948 , 9755538
22237889 , 1218933
2101961 , 5492980
5109879 , 20781357
4371163 , 7372716
10045562 , 9997176
15258335 , 3544155
20525793 , 13728392
5239547 , 2617615
22475557 , 22476854
22475557 , 3685265
19026742 , 1029318
1061697 , 20918146
553784 , 452969
553784 , 4566655
4576115 , 6900955
70528 , 7456638
70528 , 2064202
20509570 , 9415785
20509570 , 38987
136097 , 12718187
136097 , 12179271
4936620 , 5163974
20304824 , 613183
20304824 , 4690094
20509633 , 240178
21124061 , 21139538
1381346 , 579511
20591599 , 18094309
20591599 , 13514713
4961267 , 4743748
22315862 , 22264585
22262791 , 3212712
20984841 , 21100903
2052951 , 5141794
3453976 , 4558104
22459421 , 21069668
1072649 , 1285269
8385602 , 3917574
14824522 , 5515278
3544155 , 15258335
1545403 , 400050
22246588 , 19799609
3568833 , 22286332
1029318 , 19026742
6796492 , 4675728
17577177 , 17221627
546017 , 1196074
546017 , 5745199
4289777 , 1316887
4764932 , 22173902
4764932 , 20886987
13145368 , 4800419
5141794 , 2052951
4707623 , 135041
5419 , 878972
20706614 , 20947780
20845881 , 3207219
20829507 , 14532742
8533318 , 21136404
8533318 , 20577472
17888593 , 17895698
11425106 , 22073516
22517080 , 1894846
4743748 , 4961267
17782142 , 22346158
193919 , 186472
20485523 , 1112343
22386072 , 89228
22386072 , 22250893
12858779 , 17614090
20182437 , 372885
22484393 , 2801882
20886987 , 22173902
20886987 , 4764932
5453267 , 5286020
4434170 , 13514713
628192 , 212358
1136106 , 5328301
5027352 , 5037468
20715035 , 100003
5002783 , 3027925
20928033 , 10017147
21141026 , 22676
20213339 , 20343382
20213339 , 20208080
589407 , 21126108
54867 , 4015417
4896341 , 5109427
5429577 , 5437395
38508 , 9752958
4650622 , 21166454
492483 , 4545661
492483 , 20923663
492483 , 15740236
22492835 , 22493637
5109427 , 4896341
19412669 , 21965484
5412547 , 5385740
22394580 , 22106687
22402773 , 21158731
399067 , 766141
1996518 , 2502833
5055443 , 5009722
5248756 , 466345
5420789 , 21079820
431866 , 22507626
1087227 , 6277027
1087227 , 4403012
3027925 , 5002783
448271 , 20907753
6657820 , 9826431
20248355 , 19799609
20182827 , 2715847
20182827 , 12419198
3798835 , 22259468
4869769 , 19074423
20893322 , 7396849
20893322 , 4775146
12179271 , 136097
10098533 , 20668040
5044073 , 7255463
22329224 , 22338014
1316767 , 3935675
1316767 , 4949335
5134250 , 4422389
19716017 , 142545
20314049 , 3033329
5437395 , 5429577
13514713 , 20591599
13514713 , 18094309
13514713 , 4434170
13514716 , 20156022
4265988 , 2073235
1316887 , 4289777
1210396 , 21094855
1972259 , 3271590
11515944 , 22297239
890924 , 3772260
22476854 , 22475557
38987 , 22306340
38987 , 20509570
38987 , 20374415
14456908 , 10569438
186472 , 193919
20281462 , 20281991
22272134 , 19606778
4675728 , 6796492
4675728 , 1218933
4675728 , 20898212
22676 , 22306568
22676 , 22218212
22676 , 21141026
22676 , 5203415
1267869 , 22440619
1267869 , 2356501
20789427 , 20990336
20789427 , 295459
20789427 , 20503671
22386868 , 22409735
4823223 , 1730600
5494973 , 5494256
1218933 , 4675728
1218933 , 22237889
5339333 , 5162991
22173902 , 20886987
22173902 , 4764932
21158102 , 20874870
10017147 , 20928033
18094309 , 20591599
18094309 , 13514713
9763053 , 14114581
16267532 , 949098
3348753 , 5589031
1112343 , 20485523
19233055 , 19611001
19233055 , 20430637
20650279 , 20660094
20650279 , 20637830
20781357 , 5109879
5052730 , 3390762
21051710 , 21004298
21051710 , 21071448
21051710 , 20752154
22247755 , 2425270
5626193 , 3827065
530787 , 20242434
21100903 , 20984841
21166454 , 21090930
21166454 , 4650622
21084558 , 21158731
22010277 , 7396849
5069224 , 4574263
22346158 , 17782142
22346158 , 2281850
22313407 , 13092643
22321602 , 22354983
22321602 , 22326280
22493637 , 22492835
20208080 , 20343382
20208080 , 20213339
4028889 , 20291175
22338014 , 22329224
2136556 , 280435
1448429 , 372885
4782590 , 4728073
6380057 , 22396285
2972212 , 2745008
350799 , 20596884
7404116 , 20910026
22305365 , 22305438
22436447 , 240178
7805552 , 21063935
3480184 , 20642608
768634 , 22002968
768634 , 7456933
20920956 , 111234
563840 , 33978
563840 , 135664
13728392 , 22409735
13728392 , 20525793
4618892 , 4672748
14391959 , 21024066
22305438 , 22305365
6797984 , 9257094
15678119 , 5328301
400050 , 1545403
20536022 , 102535
20437728 , 20181250
6142689 , 5944708
4422389 , 5134250
22264585 , 22315862
5217042 , 5276652
736043 , 354038
17300268 , 2281850
20642608 , 3480184
20446006 , 567222
613183 , 21004029
613183 , 20304824
6822725 , 7636004
21158731 , 22402773
21158731 , 21084558
6880090 , 4984428
6880090 , 20990336
6880090 , 12419198
2276200 , 22476057
949098 , 16267532
2677617 , 5914627
22215554 , 12200580
21068676 , 21055859
4628290 , 4647050
20224912 , 20336467
3685265 , 22475557
6740918 , 22332832
3513292 , 594266
14638041 , 20947780
21126108 , 589407
11803616 , 22425340
5086178 , 53513
8928240 , 699866
10148849 , 212358
20336467 , 20224912
3439639 , 19841535
22354983 , 22326280
22354983 , 22321602
22354983 , 22306519
5192753 , 991350
20569142 , 20840337
3955790 , 22397610
20503671 , 22194774
20503671 , 20789427
20503671 , 2715847
20503671 , 20388992
20503671 , 12419198
4676728 , 22331961
4545661 , 6048085
4545661 , 492483
20388992 , 89228
20388992 , 20503671
3472515 , 3490173
4709510 , 68630
1285269 , 2827623
1285269 , 1072649
10763440 , 2812520
20577472 , 8533318
20421825 , 5497399
20536523 , 20514267
4324558 , 21000790
4324558 , 4981174
4324558 , 4558145
4512982 , 4512733
20339934 , 20391849
3996904 , 21147897
3996904 , 5555712
20978938 , 20987390
4831787 , 4829736
4831787 , 4829138
22002968 , 768634
22002968 , 7456933
20659523 , 12423614
3939660 , 22338936
9755990 , 68630
20980965 , 22194774
22338936 , 3939660
19611001 , 19233055
19611001 , 20430637
22396285 , 6380057
20905350 , 21055859
5286541 , 22521383
5037468 , 5027352
20454820 , 2158395
20454820 , 20402558
466345 , 20958971
466345 , 20933930
466345 , 5248756
20503992 , 12165200
3669436 , 1207457
4750806 , 21030519
4750806 , 1617078
22232536 , 19827404
53162 , 3346230
20987390 , 20978938
20343382 , 20392196
20343382 , 20213339
20343382 , 20208080
7372716 , 4371163
3495964 , 2781383
22306340 , 38987
20955683 , 20971191
20955683 , 20892977
4611373 , 4873982
19799609 , 22246588
19799609 , 20248355
20986463 , 773
22429284 , 22366218
9371238 , 1450393
20291175 , 4028889
18275947 , 1765848
20455032 , 1450393
2356501 , 1267869
20668040 , 10098533
32404 , 7629813
32404 , 34328
22476057 , 2276200
1901850 , 22367358
7601823 , 20523387
20971191 , 20955683
2932408 , 6589358
11361985 , 21028819
22306519 , 22354983
4082298 , 2369492
21004029 , 613183
4873982 , 4611373
22306568 , 22676
22306568 , 1517616
11353874 , 5384570
4947731 , 4616834
14114581 , 9763053
1392413 , 21103216
105095 , 265687
20430637 , 19611001
20430637 , 19233055
17317683 , 21104997
2064202 , 70528
5537618 , 855191
21069668 , 22459421
4398967 , 20326190
20660094 , 20650279
20660094 , 20637830
22297239 , 11515944
20840337 , 20569142
3702675 , 1000900
3702675 , 14519177
4800419 , 13145368
22314935 , 18908897
22314935 , 509211
22314935 , 3012488
4718544 , 4662835
21028819 , 11361985
20291543 , 20155716
22290425 , 509211
